digit,percent_corrupt,seed,dataset,batch_size,num_batches,path
0,0.021,2,vacs2,128,20000,/home/atong/data/anomaly/vacs2/shallow_lof/0/2/0.021/model.json
0,0.024,2,vacs2,128,20000,/home/atong/data/anomaly/vacs2/lipschitz_gp_dense_vacs/0/2/0.024/model.json
0,0.024,2,vacs2,128,20000,/home/atong/data/anomaly/vacs2/dsvdd_dense/0/2/0.024/model.json
0,0.024,2,vacs2,128,20000,/home/atong/data/anomaly/vacs2/dense_ae/0/2/0.024/model.json
0,0.024,2,vacs2,128,20000,/home/atong/data/anomaly/vacs2/dense_dae/0/2/0.024/model.json
0,0.024,2,vacs2,128,20000,/home/atong/data/anomaly/vacs2/dense_rae/0/2/0.024/model.json
0,0.024,2,vacs2,128,20000,/home/atong/data/anomaly/vacs2/dense_alocc/0/2/0.024/model.json
0,0.024,2,vacs2,128,20000,/home/atong/data/anomaly/vacs2/shallow_isolation_forest/0/2/0.024/model.json
0,0.024,2,vacs2,128,20000,/home/atong/data/anomaly/vacs2/shallow_ocsvm/0/2/0.024/model.json
0,0.024,2,vacs2,128,20000,/home/atong/data/anomaly/vacs2/shallow_lof/0/2/0.024/model.json
0,0.027,2,vacs2,128,20000,/home/atong/data/anomaly/vacs2/lipschitz_gp_dense_vacs/0/2/0.027/model.json
0,0.027,2,vacs2,128,20000,/home/atong/data/anomaly/vacs2/dsvdd_dense/0/2/0.027/model.json
0,0.027,2,vacs2,128,20000,/home/atong/data/anomaly/vacs2/dense_ae/0/2/0.027/model.json
0,0.027,2,vacs2,128,20000,/home/atong/data/anomaly/vacs2/dense_dae/0/2/0.027/model.json
0,0.027,2,vacs2,128,20000,/home/atong/data/anomaly/vacs2/dense_rae/0/2/0.027/model.json
0,0.027,2,vacs2,128,20000,/home/atong/data/anomaly/vacs2/dense_alocc/0/2/0.027/model.json
0,0.027,2,vacs2,128,20000,/home/atong/data/anomaly/vacs2/shallow_isolation_forest/0/2/0.027/model.json
0,0.027,2,vacs2,128,20000,/home/atong/data/anomaly/vacs2/shallow_ocsvm/0/2/0.027/model.json
0,0.027,2,vacs2,128,20000,/home/atong/data/anomaly/vacs2/shallow_lof/0/2/0.027/model.json
0,0.03,2,vacs2,128,20000,/home/atong/data/anomaly/vacs2/lipschitz_gp_dense_vacs/0/2/0.030/model.json
0,0.03,2,vacs2,128,20000,/home/atong/data/anomaly/vacs2/dsvdd_dense/0/2/0.030/model.json
0,0.03,2,vacs2,128,20000,/home/atong/data/anomaly/vacs2/dense_ae/0/2/0.030/model.json
0,0.03,2,vacs2,128,20000,/home/atong/data/anomaly/vacs2/dense_dae/0/2/0.030/model.json
0,0.03,2,vacs2,128,20000,/home/atong/data/anomaly/vacs2/dense_rae/0/2/0.030/model.json
0,0.03,2,vacs2,128,20000,/home/atong/data/anomaly/vacs2/dense_alocc/0/2/0.030/model.json
0,0.03,2,vacs2,128,20000,/home/atong/data/anomaly/vacs2/shallow_isolation_forest/0/2/0.030/model.json
0,0.03,2,vacs2,128,20000,/home/atong/data/anomaly/vacs2/shallow_ocsvm/0/2/0.030/model.json
0,0.03,2,vacs2,128,20000,/home/atong/data/anomaly/vacs2/shallow_lof/0/2/0.030/model.json
